Product_name,Price,Date
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
SAMSUNG Buds Pro Black,"4,498",2021-12-07
